Citation,DOI,Publication_Year,Paper_ID,Observation_ID,Cohort,Cohort_ID,Latitude,Longitude,Climate_region,Continent,Country,Ecosystem,Plant_invader,Scientific_name,Invsive_plant_ID,Response_variable,Response_variable_broad_cat,Response_variable_classification,Response_plant,Response_plant_scientific_name,Invader_Growth_form,Response_Plant_Growth_form,Growth_form_simililarity,Invader_Flower_symmetry,Response_plant_Flower_symmetry,Flower_symmetry_similarity,Invader_Flower_colour,Response_plant_Flower_colour,Flower_colour_similarity,Pollinator_Taxonomic_affilaition,Order,Source,Study_design,Comparison,n1i,m1i,sd1i,n2i,m2i,sd2i
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS328,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Numbers of arriving flower visitors to Ocimum gratissimum (B. aurota),Abundance,Pollinator,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,,,Zygomorphic,,Creamy-white,,,Insecta,Lepidoptera,Figure 3e,Observational,Invaded vs Uninvaded,5,4.02,3.02,5,4.81,7.54
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS329,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Numbers of arriving flower visitors to Ocimum gratissimum (Acraea),Abundance,Pollinator,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,,,Zygomorphic,,Creamy-white,,,Insecta,Lepidoptera,Figure 3e,Observational,Invaded vs Uninvaded,5,1.41,2.01,5,9.01,8.45
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS330,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Numbers of arriving flower visitors to Ocimum gratissimum (Monarch),Abundance,Pollinator,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,,,Zygomorphic,,Creamy-white,,,Insecta,Lepidoptera,Figure 3e,Observational,Invaded vs Uninvaded,5,1.01,2.52,5,1.8,2.51
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS331,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Numbers of arriving flower visitors to Ocimum gratissimum (Other butterflies),Abundance,Pollinator,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,,,Zygomorphic,,Creamy-white,,,Insecta,Lepidoptera,Figure 3e,Observational,Invaded vs Uninvaded,5,3.61,3.03,5,6.41,4.53
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS332,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Numbers of arriving flower visitors to Ocimum gratissimum (Hoverflies),Abundance,Pollinator,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,,,Zygomorphic,,Creamy-white,,,Insecta,Diptera,Figure 3g,Observational,Invaded vs Uninvaded,5,9.44,8.09,5,37.47,14.1
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS333,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Numbers of arriving flower visitors to Ocimum gratissimum (Other flies),Abundance,Pollinator,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,,,Zygomorphic,,Creamy-white,,,Insecta,Diptera,Figure 3g,Observational,Invaded vs Uninvaded,5,9.67,5.52,5,36.26,12.15
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS334,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Apis mellifera),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Hymnoptera,Figure 4a,Observational,Invaded vs Uninvaded,5,1347,672.77,5,2267,879.93
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS335,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Other bees),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Hymnoptera,Figure 4a,Observational,Invaded vs Uninvaded,5,88.52,29.68,5,132.79,64.29
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS336,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Blisters),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 4c,Observational,Invaded vs Uninvaded,5,106.5,14.72,5,121.14,22.07
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS337,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Chafers),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 4c,Observational,Invaded vs Uninvaded,5,49.59,13.9,5,48.45,19.62
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS338,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Ladybirds),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 4c,Observational,Invaded vs Uninvaded,5,204.88,47.43,5,460.16,159.42
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS339,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Other beetles),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 4c,Observational,Invaded vs Uninvaded,5,41.46,14.71,5,87.8,25.35
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS340,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (B. aurota),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 4e,Observational,Invaded vs Uninvaded,5,21.9,23.13,5,15.1,13.07
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS341,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Acraea),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 4e,Observational,Invaded vs Uninvaded,5,13.9,11.56,5,2.7,4.53
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS342,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Monarch),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 4e,Observational,Invaded vs Uninvaded,5,3.7,2.61,5,6.85,3.52
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS343,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Other butterflies),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 4e,Observational,Invaded vs Uninvaded,5,20.7,8.04,5,37.5,7.64
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS344,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Hoverflies),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Diptera,Figure 4g,Observational,Invaded vs Uninvaded,5,88.98,34.32,5,184.26,51.31
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS345,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Duration of visits to Ocimum gratissimum (Other flies),Duration of visits,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Diptera,Figure 4g,Observational,Invaded vs Uninvaded,5,58.24,36.7,5,158.24,51.28
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS346,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Apis mellifera),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Hymnoptera,Figure 5a,Observational,Invaded vs Uninvaded,5,5.55,2.31,5,7.28,1.46
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS347,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Other bees),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Hymnoptera,Figure 5a,Observational,Invaded vs Uninvaded,5,0.97,0.49,5,1.31,0.32
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS348,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Wasps),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Hymnoptera,Figure 5a,Observational,Invaded vs Uninvaded,5,0.44,0.23,5,0.55,0.12
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS349,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Blisters),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 5c,Observational,Invaded vs Uninvaded,5,0.32,0.13,5,0.51,0.08
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS350,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Chafers),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 5c,Observational,Invaded vs Uninvaded,5,0.29,0.18,5,0.29,0.11
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS351,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Ladybirds),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 5c,Observational,Invaded vs Uninvaded,5,0.25,0.21,5,0.48,0.26
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS352,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Other beetles),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Coleoptera,Figure 5c,Observational,Invaded vs Uninvaded,5,0.25,0.22,5,0.22,0.3
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS353,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (B. aurota),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 5e,Observational,Invaded vs Uninvaded,5,0.27,0.15,5,0.31,0.29
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS354,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Acraea),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 5e,Observational,Invaded vs Uninvaded,5,0.32,0.11,5,0.67,0.47
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS355,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Monarch),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 5e,Observational,Invaded vs Uninvaded,5,0.19,0.22,5,0.2,0.16
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS356,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Other butterflies),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Lepidoptera,Figure 5e,Observational,Invaded vs Uninvaded,5,0.21,0.13,5,0.29,0.13
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS357,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Hoverflies),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Diptera,Figure 5g,Observational,Invaded vs Uninvaded,5,0.47,0.13,5,1.34,0.97
"Ojija et al., 2019. Arthropod-Plant Interactions, 13: 719-734",10.1007/s11829-019-09701-3,2019,PR58,OBS358,CHT114,CHT113,-3.36666667,36.78333333,Tropical,Africa,Tanzania,Cropland,Parthenium hysterophorus,Parthenium hysterophorus,SP41,Visitation rate to Ocimum gratissimum (Other flies),Visitation rate,Pollination,Ocimum gratissimum,Ocimum gratissimum,Non-woody,Woody,Dissimilar,Actinomorphic,Zygomorphic,Dissimilar,Creamy-white,Creamy white/White/Pale greenish-yellow,Similar,Insecta,Diptera,Figure 5g,Observational,Invaded vs Uninvaded,5,0.55,0.39,5,1.89,1.14
"Swensen et al., 2024. Frontiers in Plant Science, 15: 2024",10.3389/fpls.2024.1281797,2024,PR59,OBS359,CHT115,CHT114,18.450074,-65.95198,Tropical,North America,USA,Dune,Scaevola taccada,Scaevola taccada,SP53,Visitation rate to Scaevola plumieri,Visitation rate,Pollination,Scaevola plumieri,Scaevola plumieri,Woody,Woody,Similar,Zygomorphic,Zygomorphic,Similar,Pale yellow/White,White,Similar,Insecta,Mixed,Figure 3,Observational,Invaded vs Uninvaded,15,1.85,2.25,32,2.69,1.95
"Swensen et al., 2024. Frontiers in Plant Science, 15: 2024",10.3389/fpls.2024.1281797,2024,PR59,OBS360,CHT116,CHT115,18.446056,-65.933833,Tropical,North America,USA,Dune,Scaevola taccada,Scaevola taccada,SP53,Visitation rate to Scaevola plumieri,Visitation rate,Pollination,Scaevola plumieri,Scaevola plumieri,Woody,Woody,Similar,Zygomorphic,Zygomorphic,Similar,Pale yellow/White,White,Similar,Insecta,Mixed,Figure 3,Observational,Invaded vs Uninvaded,50,3.28,1.78,32,2.69,1.95
"Bruckman & Campbell, 2016. American Journal of Botany, 103: 1458-1465",10.3732/ajb.1600153,2016,PR60,OBS361,CHT117,CHT116,33.66361111,-117.8527778,Non-tropical,North America,USA,Forest,Brassica nigra,Mutarda nigra,SP35,Seed set of Phacelia parryi,Seed set,Pollination,Phacelia parryi,Phacelia parryi,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Violet/Purple ,Dissimilar,Insecta,Mixed,Figure 4,Experimental,High vs low,9,44,30.84,10,55.81,29.53567335
"Bruckman & Campbell, 2016. American Journal of Botany, 103: 1458-1465",10.3732/ajb.1600153,2016,PR60,OBS362,CHT118,CHT117,33.66361111,-117.8527778,Non-tropical,North America,USA,Forest,Brassica nigra,Mutarda nigra,SP35,Seed set of Phacelia parryi,Seed set,Pollination,Phacelia parryi,Phacelia parryi,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Violet/Purple ,Dissimilar,Insecta,Mixed,Figure 4,Experimental,Within/Near vs far,9,58.26,32.64,10,23.23,17.48739546
"Grz?dzicka, 2025. Apidologie 56: 77 ",10.1007/s13592-025-01205-9,2025,PR61,OBS363,CHT119,CHT118,50.9472067,13.8527235,Non-tropical,Europe,Poland,Grassland,Heracleum sosnowskyi,Heracleum sosnowskyi,SP25,Abundance of pollinators (Apis mellifera),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White,NA,,Insecta,Hymnoptera,Figure 3,Observational,Invaded vs Uninvaded,34,106.79,91.47,34,29.57,12.78
"Grz?dzicka, 2025. Apidologie 56: 77 ",10.1007/s13592-025-01205-9,2025,PR61,OBS364,CHT119,CHT118,50.9472067,13.8527235,Non-tropical,Europe,Poland,Grassland,Heracleum sosnowskyi,Heracleum sosnowskyi,SP25,Abundance of pollinators (non-Apis pollinators),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,White,NA,,Insecta,Mixed,Figure 3,Observational,Invaded vs Uninvaded,34,10.23,21.02,34,22.05,15.99
"Recart et al., 2013. Biological Invasions 15: 283-293",10.1007/s10530-012-0283-0,2013,PR62,OBS365,CHT120,CHT119,18.4,-66.68333333,Tropical,North America,USA,Forest,Spathoglottis plicata,Spathoglottis plicata,SP60,Fruit set of Bletia patula,Fruit set,Pollination,Bletia patula,Bletia patula,Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,White/Magenta,Magenta,Similar,,,Figure 1,Observational,Invaded vs Uninvaded,19,1.68,4.04,19,13.04,18.31
"Kovács-Hostyánszki et al., 2022. Basic and Applied Ecology: 64: 89-102",10.1016/j.baae.2022.07.003,2022,PR63,OBS366,CHT121,CHT120,47.3262,19.4146,Non-tropical,Europe,Hungary,Wasteland/Old-field,Ambrosia artemisiifolia,Ambrosia artemisiifolia,SP03,Hoverfly abundance,Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Diptera,Figure 3 (ESM),Observational,Invaded vs Uninvaded,7,5.99,3.36,7,4.29,3.55
